,PRICE,Equi_Width,Equi_Depth
485,0.0,0.0-110000.0,"(-1.0, 98000.0]"
486,687500.0,660000.0-770000.0,"(678253.0, 750000.0]"
487,330000.0,330000.0-440000.0,"(305800.0, 348740.0]"
488,0.0,0.0-110000.0,"(-1.0, 98000.0]"
489,,,
490,470000.0,440000.0-550000.0,"(432500.0, 489632.0]"
491,0.0,0.0-110000.0,"(-1.0, 98000.0]"
492,0.0,0.0-110000.0,"(-1.0, 98000.0]"
493,485000.0,440000.0-550000.0,"(432500.0, 489632.0]"
494,0.0,0.0-110000.0,"(-1.0, 98000.0]"
495,0.0,0.0-110000.0,"(-1.0, 98000.0]"
496,692500.0,660000.0-770000.0,"(678253.0, 750000.0]"
497,0.0,0.0-110000.0,"(-1.0, 98000.0]"
498,0.0,0.0-110000.0,"(-1.0, 98000.0]"
499,650000.0,550000.0-660000.0,"(604600.0, 678253.0]"
500,365000.0,330000.0-440000.0,"(348740.0, 389720.0]"
501,0.0,0.0-110000.0,"(-1.0, 98000.0]"
502,382500.0,330000.0-440000.0,"(348740.0, 389720.0]"
503,,,
504,,,
505,103500.0,0.0-110000.0,"(98000.0, 129000.0]"
506,,,
507,545000.0,440000.0-550000.0,"(489632.0, 545000.0]"
508,140750.0,110000.0-220000.0,"(129000.0, 160000.0]"
509,0.0,0.0-110000.0,"(-1.0, 98000.0]"
510,0.0,0.0-110000.0,"(-1.0, 98000.0]"
511,741000.0,660000.0-770000.0,"(678253.0, 750000.0]"
512,405000.0,330000.0-440000.0,"(389720.0, 432500.0]"
513,395000.0,330000.0-440000.0,"(389720.0, 432500.0]"
514,529500.0,440000.0-550000.0,"(489632.0, 545000.0]"
515,265000.0,220000.0-330000.0,"(238000.0, 270200.0]"
516,670000.0,660000.0-770000.0,"(604600.0, 678253.0]"
517,75000.0,0.0-110000.0,"(-1.0, 98000.0]"
518,601869.0,550000.0-660000.0,"(545000.0, 604600.0]"
519,181000.0,110000.0-220000.0,"(160000.0, 195000.0]"
520,800000.0,770000.0-880000.0,"(750000.0, 825000.0]"
521,697000.0,660000.0-770000.0,"(678253.0, 750000.0]"
522,0.0,0.0-110000.0,"(-1.0, 98000.0]"
523,2520000.0,2420000.0-2530000.0,"(1450000.0, 11000000.0]"
524,1487670.0,1430000.0-1540000.0,"(1450000.0, 11000000.0]"
525,1650000.0,1650000.0-1760000.0,"(1450000.0, 11000000.0]"
526,625000.0,550000.0-660000.0,"(604600.0, 678253.0]"
527,357000.0,330000.0-440000.0,"(348740.0, 389720.0]"
528,0.0,0.0-110000.0,"(-1.0, 98000.0]"
529,230000.0,220000.0-330000.0,"(195000.0, 238000.0]"
530,455000.0,440000.0-550000.0,"(432500.0, 489632.0]"
531,1207660.0,1100000.0-1210000.0,"(1100000.0, 1450000.0]"
532,6750000.0,6710000.0-6820000.0,"(1450000.0, 11000000.0]"
533,2600000.0,2530000.0-2640000.0,"(1450000.0, 11000000.0]"
534,465000.0,440000.0-550000.0,"(432500.0, 489632.0]"
535,405500.0,330000.0-440000.0,"(389720.0, 432500.0]"
536,550000.0,550000.0-660000.0,"(545000.0, 604600.0]"
537,0.0,0.0-110000.0,"(-1.0, 98000.0]"
538,0.0,0.0-110000.0,"(-1.0, 98000.0]"
539,0.0,0.0-110000.0,"(-1.0, 98000.0]"
540,390000.0,330000.0-440000.0,"(389720.0, 432500.0]"
541,832500.0,770000.0-880000.0,"(825000.0, 918200.0]"
542,3000000.0,2970000.0-3080000.0,"(1450000.0, 11000000.0]"
543,,,
544,,,
545,,,
546,0.0,0.0-110000.0,"(-1.0, 98000.0]"
547,0.0,0.0-110000.0,"(-1.0, 98000.0]"
548,0.0,0.0-110000.0,"(-1.0, 98000.0]"
549,0.0,0.0-110000.0,"(-1.0, 98000.0]"
550,,,
551,,,
552,0.0,0.0-110000.0,"(-1.0, 98000.0]"
553,531090.0,440000.0-550000.0,"(489632.0, 545000.0]"
554,250000.0,220000.0-330000.0,"(238000.0, 270200.0]"
555,0.0,0.0-110000.0,"(-1.0, 98000.0]"
556,0.0,0.0-110000.0,"(-1.0, 98000.0]"
557,5230000.0,5170000.0-5280000.0,"(1450000.0, 11000000.0]"
558,,,
559,775000.0,770000.0-880000.0,"(750000.0, 825000.0]"
560,0.0,0.0-110000.0,"(-1.0, 98000.0]"
561,2193315.0,2090000.0-2200000.0,"(1450000.0, 11000000.0]"
562,1850000.0,1760000.0-1870000.0,"(1450000.0, 11000000.0]"
563,0.0,0.0-110000.0,"(-1.0, 98000.0]"
564,700000.0,660000.0-770000.0,"(678253.0, 750000.0]"
565,800000.0,770000.0-880000.0,"(750000.0, 825000.0]"
566,,,
567,,,
568,407500.0,330000.0-440000.0,"(389720.0, 432500.0]"
569,2045000.0,1980000.0-2090000.0,"(1450000.0, 11000000.0]"
570,0.0,0.0-110000.0,"(-1.0, 98000.0]"
571,,,
572,225000.0,220000.0-330000.0,"(195000.0, 238000.0]"
573,,,
574,97100.0,0.0-110000.0,"(-1.0, 98000.0]"
575,700000.0,660000.0-770000.0,"(678253.0, 750000.0]"
576,4950000.0,4950000.0-5060000.0,"(1450000.0, 11000000.0]"
577,435000.0,330000.0-440000.0,"(432500.0, 489632.0]"
578,705000.0,660000.0-770000.0,"(678253.0, 750000.0]"
579,865000.0,770000.0-880000.0,"(825000.0, 918200.0]"
580,0.0,0.0-110000.0,"(-1.0, 98000.0]"
581,0.0,0.0-110000.0,"(-1.0, 98000.0]"
582,1275000.0,1210000.0-1320000.0,"(1100000.0, 1450000.0]"
583,715000.0,660000.0-770000.0,"(678253.0, 750000.0]"
584,0.0,0.0-110000.0,"(-1.0, 98000.0]"
585,1459000.0,1430000.0-1540000.0,"(1450000.0, 11000000.0]"
586,1420000.0,1320000.0-1430000.0,"(1100000.0, 1450000.0]"
587,,,
588,0.0,0.0-110000.0,"(-1.0, 98000.0]"
589,0.0,0.0-110000.0,"(-1.0, 98000.0]"
590,326000.0,220000.0-330000.0,"(305800.0, 348740.0]"
591,750000.0,660000.0-770000.0,"(678253.0, 750000.0]"
592,725000.0,660000.0-770000.0,"(678253.0, 750000.0]"
593,,,
594,0.0,0.0-110000.0,"(-1.0, 98000.0]"
595,2825000.0,2750000.0-2860000.0,"(1450000.0, 11000000.0]"
596,1300000.0,1210000.0-1320000.0,"(1100000.0, 1450000.0]"
597,0.0,0.0-110000.0,"(-1.0, 98000.0]"
598,859000.0,770000.0-880000.0,"(825000.0, 918200.0]"
599,223000.0,220000.0-330000.0,"(195000.0, 238000.0]"
600,0.0,0.0-110000.0,"(-1.0, 98000.0]"
601,495000.0,440000.0-550000.0,"(489632.0, 545000.0]"
602,0.0,0.0-110000.0,"(-1.0, 98000.0]"
603,1257000.0,1210000.0-1320000.0,"(1100000.0, 1450000.0]"
604,1510000.0,1430000.0-1540000.0,"(1450000.0, 11000000.0]"
605,1013000.0,990000.0-1100000.0,"(918200.0, 1100000.0]"
606,925000.0,880000.0-990000.0,"(918200.0, 1100000.0]"
607,650000.0,550000.0-660000.0,"(604600.0, 678253.0]"
608,1950000.0,1870000.0-1980000.0,"(1450000.0, 11000000.0]"
609,375000.0,330000.0-440000.0,"(348740.0, 389720.0]"
610,2200000.0,2200000.0-2310000.0,"(1450000.0, 11000000.0]"
611,0.0,0.0-110000.0,"(-1.0, 98000.0]"
612,0.0,0.0-110000.0,"(-1.0, 98000.0]"
613,0.0,0.0-110000.0,"(-1.0, 98000.0]"
614,1050000.0,990000.0-1100000.0,"(918200.0, 1100000.0]"
615,810000.0,770000.0-880000.0,"(750000.0, 825000.0]"
616,385000.0,330000.0-440000.0,"(348740.0, 389720.0]"
617,415000.0,330000.0-440000.0,"(389720.0, 432500.0]"
618,1110000.0,1100000.0-1210000.0,"(1100000.0, 1450000.0]"
619,0.0,0.0-110000.0,"(-1.0, 98000.0]"
620,1125000.0,1100000.0-1210000.0,"(1100000.0, 1450000.0]"
621,0.0,0.0-110000.0,"(-1.0, 98000.0]"
622,875000.0,770000.0-880000.0,"(825000.0, 918200.0]"
623,192000.0,110000.0-220000.0,"(160000.0, 195000.0]"
624,3250000.0,3190000.0-3300000.0,"(1450000.0, 11000000.0]"
625,995000.0,990000.0-1100000.0,"(918200.0, 1100000.0]"
626,2495000.0,2420000.0-2530000.0,"(1450000.0, 11000000.0]"
627,0.0,0.0-110000.0,"(-1.0, 98000.0]"
628,0.0,0.0-110000.0,"(-1.0, 98000.0]"
629,0.0,0.0-110000.0,"(-1.0, 98000.0]"
630,404000.0,330000.0-440000.0,"(389720.0, 432500.0]"
631,545000.0,440000.0-550000.0,"(489632.0, 545000.0]"
632,0.0,0.0-110000.0,"(-1.0, 98000.0]"
633,0.0,0.0-110000.0,"(-1.0, 98000.0]"
634,,,
635,240500.0,220000.0-330000.0,"(238000.0, 270200.0]"
636,,,
637,731940.0,660000.0-770000.0,"(678253.0, 750000.0]"
638,841000.0,770000.0-880000.0,"(825000.0, 918200.0]"
639,0.0,0.0-110000.0,"(-1.0, 98000.0]"
640,1450000.0,1430000.0-1540000.0,"(1100000.0, 1450000.0]"
641,0.0,0.0-110000.0,"(-1.0, 98000.0]"
642,0.0,0.0-110000.0,"(-1.0, 98000.0]"
643,1061167.0,990000.0-1100000.0,"(918200.0, 1100000.0]"
644,0.0,0.0-110000.0,"(-1.0, 98000.0]"
645,218000.0,110000.0-220000.0,"(195000.0, 238000.0]"
646,875000.0,770000.0-880000.0,"(825000.0, 918200.0]"
647,0.0,0.0-110000.0,"(-1.0, 98000.0]"
648,1575000.0,1540000.0-1650000.0,"(1450000.0, 11000000.0]"
649,660000.0,660000.0-770000.0,"(604600.0, 678253.0]"
650,0.0,0.0-110000.0,"(-1.0, 98000.0]"
651,0.0,0.0-110000.0,"(-1.0, 98000.0]"
652,0.0,0.0-110000.0,"(-1.0, 98000.0]"
653,,,
654,,,
655,596250.0,550000.0-660000.0,"(545000.0, 604600.0]"
656,937500.0,880000.0-990000.0,"(918200.0, 1100000.0]"
657,,,
658,855000.0,770000.0-880000.0,"(825000.0, 918200.0]"
659,765000.0,660000.0-770000.0,"(750000.0, 825000.0]"
660,220000.0,220000.0-330000.0,"(195000.0, 238000.0]"
661,,,
662,1595000.0,1540000.0-1650000.0,"(1450000.0, 11000000.0]"
663,1675000.0,1650000.0-1760000.0,"(1450000.0, 11000000.0]"
664,0.0,0.0-110000.0,"(-1.0, 98000.0]"
665,315500.0,220000.0-330000.0,"(305800.0, 348740.0]"
666,,,
667,0.0,0.0-110000.0,"(-1.0, 98000.0]"
668,667000.0,660000.0-770000.0,"(604600.0, 678253.0]"
669,0.0,0.0-110000.0,"(-1.0, 98000.0]"
670,,,
671,873200.0,770000.0-880000.0,"(825000.0, 918200.0]"
672,0.0,0.0-110000.0,"(-1.0, 98000.0]"
673,775000.0,770000.0-880000.0,"(750000.0, 825000.0]"
674,1000000.0,990000.0-1100000.0,"(918200.0, 1100000.0]"
675,969000.0,880000.0-990000.0,"(918200.0, 1100000.0]"
676,600000.0,550000.0-660000.0,"(545000.0, 604600.0]"
677,0.0,0.0-110000.0,"(-1.0, 98000.0]"
678,,,
679,0.0,0.0-110000.0,"(-1.0, 98000.0]"
680,829000.0,770000.0-880000.0,"(825000.0, 918200.0]"
681,1219000.0,1210000.0-1320000.0,"(1100000.0, 1450000.0]"
682,0.0,0.0-110000.0,"(-1.0, 98000.0]"
683,320000.0,220000.0-330000.0,"(305800.0, 348740.0]"
684,,,
685,0.0,0.0-110000.0,"(-1.0, 98000.0]"
686,640000.0,550000.0-660000.0,"(604600.0, 678253.0]"
687,640000.0,550000.0-660000.0,"(604600.0, 678253.0]"
688,827000.0,770000.0-880000.0,"(825000.0, 918200.0]"
689,3100000.0,3080000.0-3190000.0,"(1450000.0, 11000000.0]"
690,1302000.0,1210000.0-1320000.0,"(1100000.0, 1450000.0]"
691,1465000.0,1430000.0-1540000.0,"(1450000.0, 11000000.0]"
692,320000.0,220000.0-330000.0,"(305800.0, 348740.0]"
693,292500.0,220000.0-330000.0,"(270200.0, 305800.0]"
694,1505000.0,1430000.0-1540000.0,"(1450000.0, 11000000.0]"
695,0.0,0.0-110000.0,"(-1.0, 98000.0]"
696,0.0,0.0-110000.0,"(-1.0, 98000.0]"
697,999000.0,990000.0-1100000.0,"(918200.0, 1100000.0]"
698,0.0,0.0-110000.0,"(-1.0, 98000.0]"
699,0.0,0.0-110000.0,"(-1.0, 98000.0]"
700,0.0,0.0-110000.0,"(-1.0, 98000.0]"
701,760000.0,660000.0-770000.0,"(750000.0, 825000.0]"
702,1400000.0,1320000.0-1430000.0,"(1100000.0, 1450000.0]"
703,445000.0,440000.0-550000.0,"(432500.0, 489632.0]"
704,,,
705,,,
706,280000.0,220000.0-330000.0,"(270200.0, 305800.0]"
707,0.0,0.0-110000.0,"(-1.0, 98000.0]"
708,0.0,0.0-110000.0,"(-1.0, 98000.0]"
709,1825000.0,1760000.0-1870000.0,"(1450000.0, 11000000.0]"
710,0.0,0.0-110000.0,"(-1.0, 98000.0]"
711,590000.0,550000.0-660000.0,"(545000.0, 604600.0]"
712,0.0,0.0-110000.0,"(-1.0, 98000.0]"
713,226675.0,220000.0-330000.0,"(195000.0, 238000.0]"
714,1020600.0,990000.0-1100000.0,"(918200.0, 1100000.0]"
715,,,
716,0.0,0.0-110000.0,"(-1.0, 98000.0]"
717,0.0,0.0-110000.0,"(-1.0, 98000.0]"
718,,,
719,350000.0,330000.0-440000.0,"(348740.0, 389720.0]"
720,2379270.0,2310000.0-2420000.0,"(1450000.0, 11000000.0]"
721,2697546.0,2640000.0-2750000.0,"(1450000.0, 11000000.0]"
722,0.0,0.0-110000.0,"(-1.0, 98000.0]"
723,270000.0,220000.0-330000.0,"(238000.0, 270200.0]"
724,0.0,0.0-110000.0,"(-1.0, 98000.0]"
725,965000.0,880000.0-990000.0,"(918200.0, 1100000.0]"
726,935000.0,880000.0-990000.0,"(918200.0, 1100000.0]"
727,1480000.0,1430000.0-1540000.0,"(1450000.0, 11000000.0]"
728,1275000.0,1210000.0-1320000.0,"(1100000.0, 1450000.0]"
729,1675000.0,1650000.0-1760000.0,"(1450000.0, 11000000.0]"
730,0.0,0.0-110000.0,"(-1.0, 98000.0]"
731,1585000.0,1540000.0-1650000.0,"(1450000.0, 11000000.0]"
732,,,
733,1950000.0,1870000.0-1980000.0,"(1450000.0, 11000000.0]"
734,,,
735,,,
736,1265000.0,1210000.0-1320000.0,"(1100000.0, 1450000.0]"
737,,,
738,0.0,0.0-110000.0,"(-1.0, 98000.0]"
739,650000.0,550000.0-660000.0,"(604600.0, 678253.0]"
740,875000.0,770000.0-880000.0,"(825000.0, 918200.0]"
741,0.0,0.0-110000.0,"(-1.0, 98000.0]"
742,1110000.0,1100000.0-1210000.0,"(1100000.0, 1450000.0]"
743,,,
744,0.0,0.0-110000.0,"(-1.0, 98000.0]"
745,0.0,0.0-110000.0,"(-1.0, 98000.0]"
746,1130000.0,1100000.0-1210000.0,"(1100000.0, 1450000.0]"
747,0.0,0.0-110000.0,"(-1.0, 98000.0]"
748,705000.0,660000.0-770000.0,"(678253.0, 750000.0]"
749,1650000.0,1650000.0-1760000.0,"(1450000.0, 11000000.0]"
750,0.0,0.0-110000.0,"(-1.0, 98000.0]"
751,,,
752,1675000.0,1650000.0-1760000.0,"(1450000.0, 11000000.0]"
753,1450000.0,1430000.0-1540000.0,"(1100000.0, 1450000.0]"
754,,,
755,865000.0,770000.0-880000.0,"(825000.0, 918200.0]"
756,1562500.0,1540000.0-1650000.0,"(1450000.0, 11000000.0]"
757,275000.0,220000.0-330000.0,"(270200.0, 305800.0]"
758,0.0,0.0-110000.0,"(-1.0, 98000.0]"
759,0.0,0.0-110000.0,"(-1.0, 98000.0]"
760,0.0,0.0-110000.0,"(-1.0, 98000.0]"
761,953471.0,880000.0-990000.0,"(918200.0, 1100000.0]"
762,0.0,0.0-110000.0,"(-1.0, 98000.0]"
763,1250000.0,1210000.0-1320000.0,"(1100000.0, 1450000.0]"
764,1500000.0,1430000.0-1540000.0,"(1450000.0, 11000000.0]"
765,0.0,0.0-110000.0,"(-1.0, 98000.0]"
766,1295000.0,1210000.0-1320000.0,"(1100000.0, 1450000.0]"
767,1875000.0,1870000.0-1980000.0,"(1450000.0, 11000000.0]"
768,626500.0,550000.0-660000.0,"(604600.0, 678253.0]"
769,0.0,0.0-110000.0,"(-1.0, 98000.0]"
770,0.0,0.0-110000.0,"(-1.0, 98000.0]"
771,1150000.0,1100000.0-1210000.0,"(1100000.0, 1450000.0]"
772,2245000.0,2200000.0-2310000.0,"(1450000.0, 11000000.0]"
773,1187500.0,1100000.0-1210000.0,"(1100000.0, 1450000.0]"
774,605000.0,550000.0-660000.0,"(604600.0, 678253.0]"
775,1100000.0,1100000.0-1210000.0,"(918200.0, 1100000.0]"
776,0.0,0.0-110000.0,"(-1.0, 98000.0]"
777,760000.0,660000.0-770000.0,"(750000.0, 825000.0]"
778,0.0,0.0-110000.0,"(-1.0, 98000.0]"
779,340000.0,330000.0-440000.0,"(305800.0, 348740.0]"
780,216000.0,110000.0-220000.0,"(195000.0, 238000.0]"
781,809500.0,770000.0-880000.0,"(750000.0, 825000.0]"
782,0.0,0.0-110000.0,"(-1.0, 98000.0]"
783,825000.0,770000.0-880000.0,"(750000.0, 825000.0]"
784,0.0,0.0-110000.0,"(-1.0, 98000.0]"
785,,,
786,,,
787,0.0,0.0-110000.0,"(-1.0, 98000.0]"
788,0.0,0.0-110000.0,"(-1.0, 98000.0]"
789,0.0,0.0-110000.0,"(-1.0, 98000.0]"
790,,,
791,995000.0,990000.0-1100000.0,"(918200.0, 1100000.0]"
792,830000.0,770000.0-880000.0,"(825000.0, 918200.0]"
793,946000.0,880000.0-990000.0,"(918200.0, 1100000.0]"
794,0.0,0.0-110000.0,"(-1.0, 98000.0]"
795,1800000.0,1760000.0-1870000.0,"(1450000.0, 11000000.0]"
796,,,
797,875000.0,770000.0-880000.0,"(825000.0, 918200.0]"
798,752000.0,660000.0-770000.0,"(750000.0, 825000.0]"
799,,,
800,178000.0,110000.0-220000.0,"(160000.0, 195000.0]"
801,,,
802,990000.0,990000.0-1100000.0,"(918200.0, 1100000.0]"
803,950000.0,880000.0-990000.0,"(918200.0, 1100000.0]"
804,1430000.0,1430000.0-1540000.0,"(1100000.0, 1450000.0]"
805,915000.0,880000.0-990000.0,"(825000.0, 918200.0]"
806,925000.0,880000.0-990000.0,"(918200.0, 1100000.0]"
807,,,
808,900000.0,880000.0-990000.0,"(825000.0, 918200.0]"
809,870000.0,770000.0-880000.0,"(825000.0, 918200.0]"
810,930000.0,880000.0-990000.0,"(918200.0, 1100000.0]"
811,0.0,0.0-110000.0,"(-1.0, 98000.0]"
812,850000.0,770000.0-880000.0,"(825000.0, 918200.0]"
813,0.0,0.0-110000.0,"(-1.0, 98000.0]"
814,1244500.0,1210000.0-1320000.0,"(1100000.0, 1450000.0]"
815,,,
816,840000.0,770000.0-880000.0,"(825000.0, 918200.0]"
817,713600.0,660000.0-770000.0,"(678253.0, 750000.0]"
818,0.0,0.0-110000.0,"(-1.0, 98000.0]"
819,,,
820,769000.0,660000.0-770000.0,"(750000.0, 825000.0]"
821,0.0,0.0-110000.0,"(-1.0, 98000.0]"
822,0.0,0.0-110000.0,"(-1.0, 98000.0]"
823,0.0,0.0-110000.0,"(-1.0, 98000.0]"
824,0.0,0.0-110000.0,"(-1.0, 98000.0]"
825,360000.0,330000.0-440000.0,"(348740.0, 389720.0]"
826,0.0,0.0-110000.0,"(-1.0, 98000.0]"
827,580000.0,550000.0-660000.0,"(545000.0, 604600.0]"
828,,,
829,830000.0,770000.0-880000.0,"(825000.0, 918200.0]"
830,1395000.0,1320000.0-1430000.0,"(1100000.0, 1450000.0]"
831,860000.0,770000.0-880000.0,"(825000.0, 918200.0]"
832,1150000.0,1100000.0-1210000.0,"(1100000.0, 1450000.0]"
833,0.0,0.0-110000.0,"(-1.0, 98000.0]"
834,,,
835,0.0,0.0-110000.0,"(-1.0, 98000.0]"
836,,,
837,1050000.0,990000.0-1100000.0,"(918200.0, 1100000.0]"
838,,,
839,2295000.0,2200000.0-2310000.0,"(1450000.0, 11000000.0]"
840,1850000.0,1760000.0-1870000.0,"(1450000.0, 11000000.0]"
841,830000.0,770000.0-880000.0,"(825000.0, 918200.0]"
842,825000.0,770000.0-880000.0,"(750000.0, 825000.0]"
843,685000.0,660000.0-770000.0,"(678253.0, 750000.0]"
844,389000.0,330000.0-440000.0,"(348740.0, 389720.0]"
845,1000000.0,990000.0-1100000.0,"(918200.0, 1100000.0]"
846,350000.0,330000.0-440000.0,"(348740.0, 389720.0]"
847,354000.0,330000.0-440000.0,"(348740.0, 389720.0]"
848,629900.0,550000.0-660000.0,"(604600.0, 678253.0]"
849,0.0,0.0-110000.0,"(-1.0, 98000.0]"
850,0.0,0.0-110000.0,"(-1.0, 98000.0]"
851,410000.0,330000.0-440000.0,"(389720.0, 432500.0]"
852,0.0,0.0-110000.0,"(-1.0, 98000.0]"
853,369000.0,330000.0-440000.0,"(348740.0, 389720.0]"
854,1099000.0,990000.0-1100000.0,"(918200.0, 1100000.0]"
855,,,
856,,,
857,2520000.0,2420000.0-2530000.0,"(1450000.0, 11000000.0]"
858,,,
859,0.0,0.0-110000.0,"(-1.0, 98000.0]"
860,978000.0,880000.0-990000.0,"(918200.0, 1100000.0]"
861,410000.0,330000.0-440000.0,"(389720.0, 432500.0]"
862,,,
863,385850.0,330000.0-440000.0,"(348740.0, 389720.0]"
864,808000.0,770000.0-880000.0,"(750000.0, 825000.0]"
865,218000.0,110000.0-220000.0,"(195000.0, 238000.0]"
866,0.0,0.0-110000.0,"(-1.0, 98000.0]"
867,,,
868,0.0,0.0-110000.0,"(-1.0, 98000.0]"
869,963000.0,880000.0-990000.0,"(918200.0, 1100000.0]"
870,,,
871,981000.0,880000.0-990000.0,"(918200.0, 1100000.0]"
872,470000.0,440000.0-550000.0,"(432500.0, 489632.0]"
873,491000.0,440000.0-550000.0,"(489632.0, 545000.0]"
874,,,
875,0.0,0.0-110000.0,"(-1.0, 98000.0]"
876,1100000.0,1100000.0-1210000.0,"(918200.0, 1100000.0]"
877,465000.0,440000.0-550000.0,"(432500.0, 489632.0]"
878,,,
879,1725000.0,1650000.0-1760000.0,"(1450000.0, 11000000.0]"
880,189000.0,110000.0-220000.0,"(160000.0, 195000.0]"
881,545000.0,440000.0-550000.0,"(489632.0, 545000.0]"
882,850000.0,770000.0-880000.0,"(825000.0, 918200.0]"
883,0.0,0.0-110000.0,"(-1.0, 98000.0]"
884,,,
885,700000.0,660000.0-770000.0,"(678253.0, 750000.0]"
886,863500.0,770000.0-880000.0,"(825000.0, 918200.0]"
887,1065000.0,990000.0-1100000.0,"(918200.0, 1100000.0]"
888,0.0,0.0-110000.0,"(-1.0, 98000.0]"
889,937500.0,880000.0-990000.0,"(918200.0, 1100000.0]"
890,0.0,0.0-110000.0,"(-1.0, 98000.0]"
891,979000.0,880000.0-990000.0,"(918200.0, 1100000.0]"
892,1195000.0,1100000.0-1210000.0,"(1100000.0, 1450000.0]"
893,1545000.0,1540000.0-1650000.0,"(1450000.0, 11000000.0]"
894,430000.0,330000.0-440000.0,"(389720.0, 432500.0]"
895,,,
896,,,
897,0.0,0.0-110000.0,"(-1.0, 98000.0]"
898,0.0,0.0-110000.0,"(-1.0, 98000.0]"
899,1525000.0,1430000.0-1540000.0,"(1450000.0, 11000000.0]"
900,0.0,0.0-110000.0,"(-1.0, 98000.0]"
901,0.0,0.0-110000.0,"(-1.0, 98000.0]"
902,550000.0,550000.0-660000.0,"(545000.0, 604600.0]"
903,0.0,0.0-110000.0,"(-1.0, 98000.0]"
904,1003000.0,990000.0-1100000.0,"(918200.0, 1100000.0]"
905,0.0,0.0-110000.0,"(-1.0, 98000.0]"
906,0.0,0.0-110000.0,"(-1.0, 98000.0]"
907,1699000.0,1650000.0-1760000.0,"(1450000.0, 11000000.0]"
908,1350000.0,1320000.0-1430000.0,"(1100000.0, 1450000.0]"
909,0.0,0.0-110000.0,"(-1.0, 98000.0]"
910,750000.0,660000.0-770000.0,"(678253.0, 750000.0]"
911,359000.0,330000.0-440000.0,"(348740.0, 389720.0]"
912,0.0,0.0-110000.0,"(-1.0, 98000.0]"
913,,,
914,,,
915,270000.0,220000.0-330000.0,"(238000.0, 270200.0]"
916,,,
917,1390000.0,1320000.0-1430000.0,"(1100000.0, 1450000.0]"
918,,,
919,350000.0,330000.0-440000.0,"(348740.0, 389720.0]"
920,1200000.0,1100000.0-1210000.0,"(1100000.0, 1450000.0]"
921,412000.0,330000.0-440000.0,"(389720.0, 432500.0]"
922,313000.0,220000.0-330000.0,"(305800.0, 348740.0]"
923,1205230.0,1100000.0-1210000.0,"(1100000.0, 1450000.0]"
924,0.0,0.0-110000.0,"(-1.0, 98000.0]"
925,1395000.0,1320000.0-1430000.0,"(1100000.0, 1450000.0]"
926,,,
927,0.0,0.0-110000.0,"(-1.0, 98000.0]"
928,250000.0,220000.0-330000.0,"(238000.0, 270200.0]"
929,1745000.0,1650000.0-1760000.0,"(1450000.0, 11000000.0]"
930,0.0,0.0-110000.0,"(-1.0, 98000.0]"
931,1255000.0,1210000.0-1320000.0,"(1100000.0, 1450000.0]"
932,1950000.0,1870000.0-1980000.0,"(1450000.0, 11000000.0]"
933,750000.0,660000.0-770000.0,"(678253.0, 750000.0]"
934,307000.0,220000.0-330000.0,"(305800.0, 348740.0]"
935,700000.0,660000.0-770000.0,"(678253.0, 750000.0]"
936,1211000.0,1210000.0-1320000.0,"(1100000.0, 1450000.0]"
937,0.0,0.0-110000.0,"(-1.0, 98000.0]"
938,,,
939,433000.0,330000.0-440000.0,"(432500.0, 489632.0]"
940,0.0,0.0-110000.0,"(-1.0, 98000.0]"
941,703925.0,660000.0-770000.0,"(678253.0, 750000.0]"
942,572000.0,550000.0-660000.0,"(545000.0, 604600.0]"
943,920000.0,880000.0-990000.0,"(918200.0, 1100000.0]"
944,,,
945,950000.0,880000.0-990000.0,"(918200.0, 1100000.0]"
946,940000.0,880000.0-990000.0,"(918200.0, 1100000.0]"
947,721000.0,660000.0-770000.0,"(678253.0, 750000.0]"
948,,,
949,1495000.0,1430000.0-1540000.0,"(1450000.0, 11000000.0]"
950,442000.0,440000.0-550000.0,"(432500.0, 489632.0]"
951,289500.0,220000.0-330000.0,"(270200.0, 305800.0]"
952,0.0,0.0-110000.0,"(-1.0, 98000.0]"
953,,,
954,0.0,0.0-110000.0,"(-1.0, 98000.0]"
955,838500.0,770000.0-880000.0,"(825000.0, 918200.0]"
956,532000.0,440000.0-550000.0,"(489632.0, 545000.0]"
957,1450000.0,1430000.0-1540000.0,"(1100000.0, 1450000.0]"
958,0.0,0.0-110000.0,"(-1.0, 98000.0]"
959,,,
960,0.0,0.0-110000.0,"(-1.0, 98000.0]"
961,,,
962,927500.0,880000.0-990000.0,"(918200.0, 1100000.0]"
963,0.0,0.0-110000.0,"(-1.0, 98000.0]"
964,2800000.0,2750000.0-2860000.0,"(1450000.0, 11000000.0]"
965,1110000.0,1100000.0-1210000.0,"(1100000.0, 1450000.0]"
966,,,
967,875000.0,770000.0-880000.0,"(825000.0, 918200.0]"
968,0.0,0.0-110000.0,"(-1.0, 98000.0]"
969,1350000.0,1320000.0-1430000.0,"(1100000.0, 1450000.0]"
970,,,
971,0.0,0.0-110000.0,"(-1.0, 98000.0]"
972,495000.0,440000.0-550000.0,"(489632.0, 545000.0]"
973,,,
974,888000.0,880000.0-990000.0,"(825000.0, 918200.0]"
975,,,
976,0.0,0.0-110000.0,"(-1.0, 98000.0]"
977,670000.0,660000.0-770000.0,"(604600.0, 678253.0]"
978,0.0,0.0-110000.0,"(-1.0, 98000.0]"
979,,,
